listing_id,tower_number,unit_category,unit_number,floor_area_sqft,sale_price,client_ref,client type ,Individual,Company,gender,country,Country Encoding ,region,acquisition,Region Encoding ,Home ,Investment,loan type,satisfaction,referral channel,Sacled Satsifaction Score,Website,Client,Agency,,,,,,
30091,3,Apartment,9,1125.84,"$361,782.84 ",C0182,Individual,1,0,F,Germany,8,North Rhine-Westphalia,Investment,36,0,1,Yes,1,Website,-0.2,1,0,0,,,,,Wyoming,55
30119,3,Apartment,10,784.09,"$245,282.25 ",C1570,Individual,1,0,F,USA,2,Ohio,Home,41,1,0,No,5,Website,3.8,1,0,0,,,,,Zealand,56
30190,3,Apartment,20,802.97,"$227,392.48 ",C0532,Individual,1,0,F,Belgium,5,Flanders,Home,22,1,0,No,2,Website,0.8,1,0,0,,,,,Hamburg,57
30203,3,Apartment,21,1122.15,"$375,891.04 ",C1932,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,2,Website,0.8,1,0,0,,,,,Puebla,58
30214,3,Apartment,24,776.04,"$237,580.39 ",C0866,Individual,1,0,M,Belgium,5,Brussels,Home,17,1,0,No,3,Agency,1.8,0,0,1,,,,,South Australia,59
30223,3,Apartment,25,765.56,"$208,271.84 ",C1802,Individual,1,0,M,USA,2,Nevada,Investment,4,0,1,No,1,Client,-0.2,0,1,0,,,,,,
30238,3,Apartment,27,1117.14,"$331,813.63 ",C0006,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
30344,3,Office,42,1343.96,"$384,762.61 ",C1567,Individual,1,0,M,USA,2,Georgia,Home,24,1,0,No,4,Client,2.8,0,1,0,,,,,,
30382,3,Apartment,47,691.09,"$194,477.80 ",C0529,Individual,1,0,M,USA,2,Nevada,Home,4,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
30388,3,Apartment,47,691.09,"$223,528.63 ",C1639,Individual,1,0,M,USA,2,Colorado,Home,20,1,0,No,1,Website,-0.2,1,0,0,,,,,,
30415,3,Apartment,49,1174.48,"$337,065.29 ",C0778,Individual,1,0,M,USA,2,California,Investment,1,0,1,Yes,4,Agency,2.8,0,0,1,,,,,,
30427,3,Apartment,49,1174.48,"$376,083.68 ",C1001,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
30439,3,Apartment,51,693.85,"$221,020.03 ",C1698,Individual,1,0,M,UK,3,Northern Ireland,Home,37,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
30471,3,Apartment,56,1179.42,"$375,142.73 ",C1312,Individual,1,0,M,USA,2,New York,Home,8,1,0,No,5,Website,3.8,1,0,0,,,,,,
30474,3,Apartment,56,1179.42,"$353,361.50 ",C0437,Individual,1,0,F,USA,2,Texas,Home,49,1,0,No,1,Website,-0.2,1,0,0,,,,,,
30488,3,Office,57,1607.94,"$532,909.35 ",C1012,Individual,1,0,M,USA,2,New York,Home,8,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
30505,3,Apartment,58,1588.14,"$442,306.09 ",C1652,Individual,1,0,M,USA,2,Nevada,Investment,4,0,1,Yes,4,Client,2.8,0,1,0,,,,,,
30506,3,Apartment,58,1588.14,"$495,478.74 ",C1788,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
30508,3,Apartment,59,1353.02,"$353,529.48 ",C1379,Individual,1,0,M,UK,3,Scotland,Home,7,1,0,No,2,Website,0.8,1,0,0,,,,,,
30511,3,Apartment,59,1353.02,"$443,089.55 ",C1262,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,4,Agency,2.8,0,0,1,,,,,,
40008,4,Apartment,1,1615.98,"$470,821.82 ",C1267,Individual,1,0,F,USA,2,Colorado,Home,20,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
40030,4,Apartment,3,1630.82,"$495,465.48 ",C0699,Individual,1,0,M,USA,2,Washington,Home,53,1,0,Yes,1,Agency,-0.2,0,0,1,,,,,,
40052,4,Apartment,5,786.98,"$242,144.72 ",C0391,Individual,1,0,F,USA,2,California,Home,1,1,0,No,5,Agency,3.8,0,0,1,,,,,,
40092,4,Office,12,789.38,"$253,171.59 ",C1972,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,4,Website,2.8,1,0,0,,,,,,
40102,4,Apartment,13,809.06,"$241,164.92 ",C0979,Individual,1,0,F,Canada,4,Quebec,Investment,5,0,1,No,4,Website,2.8,1,0,0,,,,,,
40126,4,Apartment,15,760.39,"$202,489.60 ",C1314,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,No,3,Website,1.8,1,0,0,,,,,,
40154,4,Apartment,18,1294.91,"$330,997.32 ",C0195,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,2,Website,0.8,1,0,0,,,,,,
40173,4,Office,21,801.66,"$256,392.52 ",C0912,Individual,1,0,F,USA,2,California,Home,1,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
40186,4,Apartment,23,1110.99,"$363,974.20 ",C1488,Individual,1,0,M,USA,2,Florida,Investment,23,0,1,No,2,Website,0.8,1,0,0,,,,,,
40255,4,Apartment,30,1307.35,"$399,943.02 ",C1304,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,1,Website,-0.2,1,0,0,,,,,,
40286,4,Apartment,33,734.73,"$207,033.36 ",C1064,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
40376,4,Apartment,45,1160.48,"$373,889.70 ",C0490,Individual,1,0,F,USA,2,Nevada,Investment,4,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
40408,4,Office,46,800.23,"$248,776.66 ",C1127,Individual,1,0,F,UK,3,England,Investment,21,0,1,No,1,Website,-0.2,1,0,0,,,,,,
40410,4,Apartment,47,805.88,"$216,571.38 ",C0036,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
40437,4,Apartment,51,802.11,"$217,380.34 ",C0552,Individual,1,0,M,USA,2,Virginia,Investment,2,0,1,No,3,Agency,1.8,0,0,1,,,,,,
50017,5,Apartment,4,799.1,"$259,367.12 ",C1746,Individual,1,0,F,Belgium,5,Flanders,Home,22,1,0,No,3,Website,1.8,1,0,0,,,,,,
50023,5,Apartment,4,799.1,"$266,288.33 ",C0454,Company,0,1,F,USA,2,Nevada,Investment,4,0,1,No,4,Agency,2.8,0,0,1,,,,,,
50076,5,Apartment,10,629.27,"$194,958.35 ",C1749,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
50114,5,Apartment,14,624.96,"$211,361.79 ",C1677,Individual,1,0,M,USA,2,Texas,Home,49,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
50173,5,Apartment,23,1006.65,"$269,137.96 ",C0642,Individual,1,0,F,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
50203,5,Apartment,27,1278.6,"$366,303.84 ",C1862,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
50204,5,Apartment,27,1278.6,"$396,653.03 ",C0250,Individual,1,0,M,UK,3,England,Home,21,1,0,No,2,Agency,0.8,0,0,1,,,,,,
50247,5,Apartment,32,1051.39,"$340,611.95 ",C1967,Individual,1,0,M,USA,2,Oregon,Investment,6,0,1,No,4,Agency,2.8,0,0,1,,,,,,
50249,5,Apartment,33,1787.13,"$503,642.95 ",C1588,Individual,1,0,F,USA,2,Utah,Investment,3,0,1,No,5,Website,3.8,1,0,0,,,,,,
50250,5,Apartment,33,1787.13,"$499,753.60 ",C0227,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
50314,5,Apartment,41,630.83,"$168,855.20 ",C0999,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,3,Agency,1.8,0,0,1,,,,,,
50330,5,Apartment,42,791.2,"$212,618.56 ",C0290,Individual,1,0,M,USA,2,California,Home,1,1,0,No,2,Website,0.8,1,0,0,,,,,,
50358,5,Apartment,44,806.03,"$261,814.63 ",C0919,Individual,1,0,F,Canada,4,Quebec,Investment,5,0,1,No,5,Agency,3.8,0,0,1,,,,,,
50370,5,Apartment,45,608.89,"$192,992.54 ",C0780,Individual,1,0,F,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
60028,6,Apartment,3,605.21,"$185,007.22 ",C1928,Individual,1,0,M,Australia,1,New South Wales,Home,33,1,0,Yes,4,Client,2.8,0,1,0,,,,,,
60039,6,Apartment,4,1925.28,"$514,067.14 ",C1274,Individual,1,0,F,USA,2,California,Investment,1,0,1,Yes,1,Website,-0.2,1,0,0,,,,,,
60054,6,Apartment,5,1617.43,"$447,068.49 ",C0613,Individual,1,0,F,Australia,1,Victoria,Home,50,1,0,No,4,Agency,2.8,0,0,1,,,,,,
60088,6,Apartment,7,1075.42,"$315,829.36 ",C1975,Individual,1,0,F,Belgium,5,Wallonia,Home,52,1,0,No,4,Agency,2.8,0,0,1,,,,,,
60131,6,Apartment,10,942.08,"$255,614.83 ",C1695,Individual,1,0,F,Belgium,5,Flanders,Home,22,1,0,No,5,Website,3.8,1,0,0,,,,,,
60141,6,Apartment,12,1678.17,"$455,861.82 ",C1710,Individual,1,0,M,Canada,4,Alberta,Investment,11,0,1,Yes,2,Website,0.8,1,0,0,,,,,,
60164,6,Apartment,14,1890,"$494,576.31 ",C1470,Individual,1,0,M,USA,2,Colorado,Investment,20,0,1,Yes,3,Agency,1.8,0,0,1,,,,,,
60174,6,Apartment,15,1392.45,"$407,106.37 ",C0715,Individual,1,0,F,USA,2,Utah,Home,3,1,0,No,3,Website,1.8,1,0,0,,,,,,
60204,6,Apartment,19,1542.71,"$451,237.67 ",C0159,Individual,1,0,M,USA,2,California,Home,1,1,0,No,3,Website,1.8,1,0,0,,,,,,
60243,6,Apartment,24,1159.75,"$343,592.86 ",C1452,Individual,1,0,F,Belgium,5,Wallonia,Home,52,1,0,No,3,Client,1.8,0,1,0,,,,,,
60288,6,Apartment,32,793.11,"$276,441.24 ",C1381,Individual,1,0,M,Germany,8,Hesse,Home,25,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
70003,7,Apartment,1,759.04,"$227,804.43 ",C1572,Individual,1,0,M,Australia,1,Queensland,Home,10,1,0,No,3,Agency,1.8,0,0,1,,,,,,
70062,7,Apartment,10,1495.37,"$432,295.29 ",C1616,Individual,1,0,M,UK,3,Wales,Investment,51,0,1,Yes,5,Website,3.8,1,0,0,,,,,,
70104,7,Apartment,14,714.65,"$214,564.09 ",C0282,Individual,1,0,F,USA,2,California,Investment,1,0,1,No,1,Website,-0.2,1,0,0,,,,,,
70138,7,Apartment,16,1239.87,"$421,526.61 ",C0501,Individual,1,0,M,USA,2,Nevada,Investment,4,0,1,Yes,5,Agency,3.8,0,0,1,,,,,,
70157,7,Apartment,19,751.07,"$223,691.45 ",C0200,Individual,1,0,F,USA,2,California,Home,1,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
70217,7,Apartment,24,852.99,"$260,906.28 ",C1459,Individual,1,0,M,USA,2,Arizona,Home,12,1,0,No,5,Website,3.8,1,0,0,,,,,,
70229,7,Apartment,25,573.8,"$163,464.75 ",C0294,Individual,1,0,M,USA,2,Nevada,Home,4,1,0,Yes,3,Website,1.8,1,0,0,,,,,,
70249,7,Office,28,694.55,"$222,809.93 ",C0950,Individual,1,0,F,USA,2,Texas,Investment,49,0,1,No,5,Website,3.8,1,0,0,,,,,,
70277,7,Apartment,32,1910.67,"$625,903.82 ",C1122,Individual,1,0,F,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
70361,7,Apartment,42,702.08,"$190,215.58 ",C0179,Individual,1,0,F,USA,2,Oregon,Investment,6,0,1,No,2,Website,0.8,1,0,0,,,,,,
70498,7,Apartment,58,1629.83,"$450,994.89 ",C0962,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Website,2.8,1,0,0,,,,,,
80028,8,Apartment,4,1934.75,"$592,274.66 ",C0580,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,2,Client,0.8,0,1,0,,,,,,
80047,8,Apartment,5,887.23,"$252,418.74 ",C1761,Individual,1,0,M,USA,2,Washington,Home,53,1,0,No,1,Website,-0.2,1,0,0,,,,,,
80059,8,Apartment,6,1370.17,"$382,048.18 ",C1168,Individual,1,0,F,Germany,8,Hamburg,Home,57,1,0,Yes,2,Agency,0.8,0,0,1,,,,,,
80089,8,Apartment,9,1869.81,"$589,033.68 ",C0974,Individual,1,0,M,USA,2,New York,Home,8,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
80111,8,Apartment,14,685.93,"$227,037.75 ",C1891,Individual,1,0,M,USA,2,Oregon,Home,6,1,0,No,2,Agency,0.8,0,0,1,,,,,,
80124,8,Apartment,14,685.93,"$182,975.25 ",C1764,Individual,1,0,F,USA,2,Nevada,Home,4,1,0,No,2,Agency,0.8,0,0,1,,,,,,
80147,8,Office,18,1328.53,"$413,926.08 ",C1973,Company,0,1,M,USA,2,Washington,Home,53,1,0,Yes,4,Agency,2.8,0,0,1,,,,,,
80156,8,Office,20,774.16,"$195,608.73 ",C1925,Individual,1,0,M,USA,2,Colorado,Home,20,1,0,No,2,Agency,0.8,0,0,1,,,,,,
80179,8,Apartment,25,1833.58,"$521,184.68 ",C0173,Individual,1,0,F,USA,2,Arizona,Home,12,1,0,Yes,5,Agency,3.8,0,0,1,,,,,,
80188,8,Apartment,26,1625.38,"$453,762.41 ",C0813,Individual,1,0,M,UK,3,Scotland,Investment,7,0,1,No,3,Agency,1.8,0,0,1,,,,,,
80282,8,Apartment,33,1809.87,"$499,781.62 ",C1515,Individual,1,0,F,USA,2,Nevada,Investment,4,0,1,No,5,Website,3.8,1,0,0,,,,,,
80307,8,Apartment,36,673.86,"$212,527.02 ",C1235,Individual,1,0,M,USA,2,Arizona,Home,12,1,0,No,2,Website,0.8,1,0,0,,,,,,
80312,8,Apartment,36,673.86,"$204,867.41 ",C0848,Individual,1,0,M,USA,2,California,Home,1,1,0,No,4,Agency,2.8,0,0,1,,,,,,
80327,8,Apartment,37,890.65,"$276,605.41 ",C0942,Individual,1,0,F,USA,2,California,Home,1,1,0,No,1,Website,-0.2,1,0,0,,,,,,
80339,8,Apartment,37,890.65,"$195,943.00 ",C1940,Individual,1,0,F,Canada,4,Manitoba,Home,30,1,0,No,4,Agency,2.8,0,0,1,,,,,,
80379,8,Apartment,45,1185.72,"$364,629.72 ",C1844,Individual,1,0,F,USA,2,Ohio,Home,41,1,0,No,1,Agency,-0.2,0,0,1,,,,,,
80396,8,Apartment,46,1175.51,"$296,772.64 ",C0863,Individual,1,0,M,Belgium,5,Wallonia,Home,52,1,0,Yes,5,Agency,3.8,0,0,1,,,,,,
80402,8,Apartment,46,1175.51,"$283,442.68 ",C1556,Individual,1,0,F,USA,2,Colorado,Investment,20,0,1,No,2,Agency,0.8,0,0,1,,,,,,
80418,8,Apartment,48,480.99,"$140,920.90 ",C0071,Individual,1,0,M,USA,2,California,Home,1,1,0,Yes,1,Client,-0.2,0,1,0,,,,,,
80450,8,Apartment,53,1891.72,"$543,193.60 ",C0806,Individual,1,0,M,France,7,Ile-de-France,Home,26,1,0,No,5,Client,3.8,0,1,0,,,,,,
80456,8,Apartment,54,1699.02,"$543,500.27 ",C1880,Individual,1,0,F,USA,2,California,Home,1,1,0,Yes,5,Client,3.8,0,1,0,,,,,,
80457,8,Apartment,54,1699.02,"$503,618.69 ",C0998,Company,0,1,F,USA,2,Virginia,Home,2,1,0,No,4,Agency,2.8,0,0,1,,,,,,
80465,8,Apartment,55,1300.05,"$484,614.30 ",C1834,Individual,1,0,M,Belgium,5,Flanders,Investment,22,0,1,No,5,Agency,3.8,0,0,1,,,,,,
80468,8,Apartment,55,1300.05,"$434,169.98 ",C0436,Individual,1,0,M,USA,2,Colorado,Home,20,1,0,Yes,2,Client,0.8,0,1,0,,,,,,
80469,8,Office,55,1300.05,"$488,331.39 ",C0141,Individual,1,0,F,USA,2,California,Home,1,1,0,No,5,Website,3.8,1,0,0,,,,,,
80476,8,Apartment,56,1874.7,"$526,682.25 ",C0570,Individual,1,0,F,France,7,Occitanie,Home,40,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
80484,8,Apartment,56,1874.7,"$726,903.51 ",C1673,Individual,1,0,F,USA,2,Washington,Home,53,1,0,Yes,1,Website,-0.2,1,0,0,,,,,,
90068,9,Apartment,12,952.38,"$306,226.35 ",C0272,Individual,1,0,F,UK,3,Scotland,Home,7,1,0,Yes,5,Website,3.8,1,0,0,,,,,,
90094,9,Office,16,924.6,"$238,207.62 ",C1485,Individual,1,0,F,USA,2,Washington,Investment,53,0,1,No,4,Website,2.8,1,0,0,,,,,,
90129,9,Apartment,20,1664.76,"$467,860.91 ",C0866,Individual,1,0,M,Belgium,5,Brussels,Home,17,1,0,No,3,Agency,1.8,0,0,1,,,,,,
90145,9,Apartment,22,1115.88,"$352,235.90 ",C0694,Company,0,1,M,UK,3,Scotland,Investment,7,0,1,No,2,Website,0.8,1,0,0,,,,,,
90157,9,Apartment,24,914.61,"$261,048.14 ",C0191,Individual,1,0,F,USA,2,Florida,Home,23,1,0,No,3,Agency,1.8,0,0,1,,,,,,
